2465 OIL CAR SUNOCO,2465,OIL CAR SUNOCO
2472 CABOOSE,2472,CABOOSE
2555 SUNOCO TANK CAR,2555,SUNOCO TANK CAR
2560 CRANE (BLACK BOOM),2560,CRANE (BLACK BOOM)
2855 SUNOCO TANK CAR (BLACK),2855,SUNOCO TANK CAR (BLACK)
3309 TURBO MISSLE LAUNCHER CAR,3309,TURBO MISSLE LAUNCHER CAR
3309-50 TURBO MISSILE LAUNCHER (OLI,3309-50,TURBO MISSILE LAUNCHER (OLI
3330 FLAT W/OPERATING SUBMARINE,3330,FLAT W/OPERATING SUBMARINE
3349 TURBO MISSILE LAUNCH CAR,3349,TURBO MISSILE LAUNCH CAR
3356 SF EXPRESS AGENCY CAR & CORRAL,3356,SF EXPRESS AGENCY CAR & CORRAL
3357 COP AND HOBO CAR,3357,COP AND HOBO CAR
3359-55 TWO BIN DUMP CAR,3359-55,TWO BIN DUMP CAR
3361-55 OPER LUMBER CAR,3361-55,OPER LUMBER CAR
3362 HELIUM TANK CAR W/TANKS,3362,HELIUM TANK CAR W/TANKS
(3362/3364) OPERATING FLAT,(3362/3364),OPERATING FLAT
3366 CIRCUS CAR,3366,CIRCUS CAR
3370 WESTERN & ATLANTIC OUTLAW CAR,3370,WESTERN & ATLANTIC OUTLAW CAR
3376 BRONX ZOO CAR (GREEN),3376,BRONX ZOO CAR (GREEN)
3386 BRONX ZOO GIRAFFE CAR,3386,BRONX ZOO GIRAFFE CAR
3409 FLAT W/HELICOPTER,3409,FLAT W/HELICOPTER
3410 FLAT W/RPRO HELECOPTOR,3410,FLAT W/RPRO HELECOPTOR
3413 MERCURY CAPSULE LAUNCHING CAR,3413,MERCURY CAPSULE LAUNCHING CAR
3419 FLAT W/ HELICOPTER,3419,FLAT W/ HELICOPTER
3424 OPERATING BRAKEMAN CAR,3424,OPERATING BRAKEMAN CAR
3428 OPERATING MAIL CAR,3428,OPERATING MAIL CAR
3429 USMC HELECOPTER CAR,3429,USMC HELECOPTER CAR
3434 POULTRY DISPATCH,3434,POULTRY DISPATCH
3435 AQUARIUM CAR (GOLD CIRCLE),3435,AQUARIUM CAR (GOLD CIRCLE)
3444 ANIMATED GONDOLA,3444,ANIMATED GONDOLA
3451 OPERATING LOG CAR,3451,OPERATING LOG CAR
3454 AUTO MERCHANDISE CAR,3454,AUTO MERCHANDISE CAR
3456 N & W OPERATING HOPPER,3456,N & W OPERATING HOPPER
3459 AUTO DUMP CAR,3459,AUTO DUMP CAR
3460 W/COOPER-JARRETT TRAILERS,3460,W/COOPER-JARRETT TRAILERS
3461 OPERATING LOG CAR,3461,OPERATING LOG CAR
3461X LUMBER CAR (GREEN),3461X,LUMBER CAR (GREEN)
3461-25 LOG CAR (GREEN),3461-25,LOG CAR (GREEN)
3462 OPERATING MILK CAR,3462,OPERATING MILK CAR
3464 NYC BOXCAR,3464,NYC BOXCAR
X3464 NYC OPERATING BOXCAR,X3464,NYC OPERATING BOXCAR
3469 LIONEL LINES DUMP CAR,3469,LIONEL LINES DUMP CAR
3470 TARGET LAUNCHER CAR,3470,TARGET LAUNCHER CAR
3470-100 TARGET LAUNCHER CAR,3470-100,TARGET LAUNCHER CAR
3472 MILK CAR W/STAND,3472,MILK CAR W/STAND
3474 WP OPERATING BOX CAR,3474,WP OPERATING BOX CAR
3482 AUTOMATIC MILK CAR W/STAND,3482,AUTOMATIC MILK CAR W/STAND
3484-25 AT&SF OP BOX (BLACK LETTERS,3484-25,AT&SF OP BOX (BLACK LETTERS
3484 PA OPERATING BOXCAR,3484,PA OPERATING BOXCAR
3494-1 NYC OPERATING BOX CAR,3494-1,NYC OPERATING BOX CAR
3494-150 MP OPERATING BOX CAR,3494-150,MP OPERATING BOX CAR
34941 NYC PACEMAKER BOXCAR,34941,NYC PACEMAKER BOXCAR
3494 NYC PACEMAKER OPERATING BOXCAR,3494,NYC PACEMAKER OPERATING BOXCAR
3494-275 STATE OF MAINE BOXCAR,3494-275,STATE OF MAINE BOXCAR
3494-550 MONON OPERATING BOX CAR,3494-550,MONON OPERATING BOX CAR
3494-625 SOO BOX CAR,3494-625,SOO BOX CAR
3509 SATELLITE CAR,3509,SATELLITE CAR
3510 RED SATALLITE CAR,3510,RED SATALLITE CAR
3512 OPERATING FIRE & LADDER CAR,3512,OPERATING FIRE & LADDER CAR
3519 SATELITE CAR,3519,SATELITE CAR
3520 SEARCHLIGHT CAR,3520,SEARCHLIGHT CAR
3530 OPERATING GENERATOR CAR,3530,OPERATING GENERATOR CAR
3535 A E C SECURITY CAR,3535,A E C SECURITY CAR
3540 OPERATING RADAR CAR,3540,OPERATING RADAR CAR
3545 OPERATING TV MONITOR CAR,3545,OPERATING TV MONITOR CAR
3559 AUTO DUMP CAR,3559,AUTO DUMP CAR
3562-1 AT&SF OP BARREL CAR,3562-1,AT&SF OP BARREL CAR
3562-25 ATSF OPERATING BARREL,3562-25,ATSF OPERATING BARREL
3562-50 OPERATING BARREL CAR,3562-50,OPERATING BARREL CAR
3562-75 OPERATING BARREL CAR ORANGE,3562-75,OPERATING BARREL CAR ORANGE
3619 HELI BOXCAR (DARK YELLOW),3619,HELI BOXCAR (DARK YELLOW)
3620 ROTATING SEARCHLIGHT CAR,3620,ROTATING SEARCHLIGHT CAR
3650 SEARCHLIGHT CAR (DARK GRAY),3650,SEARCHLIGHT CAR (DARK GRAY)
3656 CATTLE CAR SET,3656,CATTLE CAR SET
3662 MILK CAR W/STAND,3662,MILK CAR W/STAND
3665 MINUTEMAN MISSLE LAUNCHING CAR,3665,MINUTEMAN MISSLE LAUNCHING CAR
3666 MINUTEMAN BOXCAR W/CANNON,3666,MINUTEMAN BOXCAR W/CANNON
3672 BOSCO MILK CAR W/STAND,3672,BOSCO MILK CAR W/STAND
3820 USMC SUBMARINE CAR,3820,USMC SUBMARINE CAR
3830 FLAT CAR WITH OP SUBMARINE,3830,FLAT CAR WITH OP SUBMARINE
3854 AUTOMATIC MERCHANDISE CAR,3854,AUTOMATIC MERCHANDISE CAR
4357 ELECTRONIC CABOOSE,4357,ELECTRONIC CABOOSE
4452 PA GONDOLA,4452,PA GONDOLA
4454 BABY RUTH BOXCAR (ELECTRIC),4454,BABY RUTH BOXCAR (ELECTRIC)
4457 PA CABOOSE,4457,PA CABOOSE
4671W LIONEL LINES ELECTRONIC TENDR,4671W,LIONEL LINES ELECTRONIC TENDR
5459 LL ELECTRONIC DUMP CAR,5459,LL ELECTRONIC DUMP CAR
6002 NYC GONDOLA,6002,NYC GONDOLA
6004 BABY RUTH BOXCAR,6004,BABY RUTH BOXCAR
6007 LIONEL LINES CABOOSE,6007,LIONEL LINES CABOOSE
6012 GONDOLA BLACK,6012,GONDOLA BLACK
6014-60 BOXCO BOXCAR (WHITE),6014-60,BOXCO BOXCAR (WHITE)
6014-85 FRISCO BOX CAR (ORANGE 57),6014-85,FRISCO BOX CAR (ORANGE 57)
6014-100 AIREX BOX CAR (RED),6014-100,AIREX BOX CAR (RED)
6014 WIX BOX CAR,6014,WIX BOX CAR
6014-335 FRISCO BOXCAR (WHITE),6014-335,FRISCO BOXCAR (WHITE)
X6014 BABY RUTH BOX CAR (RED),X6014,BABY RUTH BOX CAR (RED)
6015 SUNOCO TANK CAR (PAINTED),6015,SUNOCO TANK CAR (PAINTED)
6017-1 CABOOSE OLIVE DRAB,6017-1,CABOOSE OLIVE DRAB
6017-50 US MARINE CORPS CABOOSE,6017-50,US MARINE CORPS CABOOSE
6017-85 LL CABOOSE (GRAY),6017-85,LL CABOOSE (GRAY)
6017-100 B & M CABOOSE,6017-100,B & M CABOOSE
6017-185 ATSF CABOOSE (GRAY),6017-185,ATSF CABOOSE (GRAY)
6017-200 US NAVY CABOOSE,6017-200,US NAVY CABOOSE
6017-225 AT&SF CABOOSE RED,6017-225,AT&SF CABOOSE RED
6017-235 AT&SF CABOOSE,6017-235,AT&SF CABOOSE
6017 LIONEL LINES CABOOSE,6017,LIONEL LINES CABOOSE
6024 SHREDDED WHEAT BOX CAR,6024,SHREDDED WHEAT BOX CAR
6025 LL GULF TANK CAR (BLACK),6025,LL GULF TANK CAR (BLACK)
6027 ALASKA RR CABOOSE,6027,ALASKA RR CABOOSE
6032 LIONEL GONDOLA,6032,LIONEL GONDOLA
6034 BABY RUTH BOX CAR,6034,BABY RUTH BOX CAR
6035 LIONEL LINES TANK CAR,6035,LIONEL LINES TANK CAR
6037 LIONEL LINES CABOOSE,6037,LIONEL LINES CABOOSE
6042-175 GONDOLA (OLIVE DRAB - NO L,6042-175,GONDOLA (OLIVE DRAB - NO L
"6042-250 GONDOLA (BLUE, NO LETTERS)",6042-250,"GONDOLA (BLUE, NO LETTERS)"
6042 GONDOLA (BLUE),6042,GONDOLA (BLUE)
6044 AIREX BOXCAR (MEDIUM BLUE),6044,AIREX BOXCAR (MEDIUM BLUE)
6045 CITIES SERVICE TANK CAR,6045,CITIES SERVICE TANK CAR
6047 CABOOSE,6047,CABOOSE
6050 LIONEL SAVINGS BANK,6050,LIONEL SAVINGS BANK
6050-110 LIONEL SAVINGS BANK,6050-110,LIONEL SAVINGS BANK
6057-50 CABOOSE ORANGE/BLACK,6057-50,CABOOSE ORANGE/BLACK
6057-1969 TTOS CONVENTION CABOOSE,6057-1969,TTOS CONVENTION CABOOSE
6057 CABOOSE,6057,CABOOSE
6058 C & O CABOOSE (BLACK LETTERING,6058,C & O CABOOSE (BLACK LETTERING
6059 M ST L CABOOSE (PAINTED RED),6059,M ST L CABOOSE (PAINTED RED)
6062 GONDOLA,6062,GONDOLA
6067 CABOOSE ( NO LETTERING) RED,6067,CABOOSE ( NO LETTERING) RED
6076-100 HOPPER (UNMARKED),6076-100,HOPPER (UNMARKED)
6076-125 ATSF HOPPER TTOS,6076-125,ATSF HOPPER TTOS
6076 SANTA FE HOPPER,6076,SANTA FE HOPPER
6111 FLAT CAR W/LOGS (RED),6111,FLAT CAR W/LOGS (RED)
6111-110 FLAT W/2 PIPES (GRAY),6111-110,FLAT W/2 PIPES (GRAY)
6112-135 GONDOLA W/CANISTERS,6112-135,GONDOLA W/CANISTERS
6112-85 GONDOLA,6112-85,GONDOLA
6112 GONDOLA (BLACK),6112,GONDOLA (BLACK)
6112-86 OLIVE DRAB GONDOLA (UNLETRD,6112-86,OLIVE DRAB GONDOLA (UNLETRD
6119-25 DL&W WORK CABOOSE (ORANGE),6119-25,DL&W WORK CABOOSE (ORANGE)
6119-50 DL&W CABOOSE (BROWN),6119-50,DL&W CABOOSE (BROWN)
6119-75 DL&W CABOOSE,6119-75,DL&W CABOOSE
6119-100 DL&W WORK CABOOSE (RED),6119-100,DL&W WORK CABOOSE (RED)
6119-125 RESCUE UNIT (OLIVE),6119-125,RESCUE UNIT (OLIVE)
6119 DL&W CABOOSE (RED/BLACK/GRAY),6119,DL&W CABOOSE (RED/BLACK/GRAY)
6120 WORK CABOOSE (NO LET--YELLOW),6120,WORK CABOOSE (NO LET--YELLOW)
6121-60 FLAT W/PIPES (GRAY),6121-60,FLAT W/PIPES (GRAY)
6121 FLAT (3 PIPES) (RED),6121,FLAT (3 PIPES) (RED)
(6121-60) LIONEL FLAT W/PIPES YELLO,(6121-60),LIONEL FLAT W/PIPES YELLO
6130 SANTA FE WORK CABOOSE,6130,SANTA FE WORK CABOOSE
6142-50 UNSTAMPED GREEN GONDOLA,6142-50,UNSTAMPED GREEN GONDOLA
6142 GONDOLA (BLUE),6142,GONDOLA (BLUE)
6142-100 GREEN GONDOLA,6142-100,GREEN GONDOLA
6142-175 WORK CABOOSE (OLIVE),6142-175,WORK CABOOSE (OLIVE)
6151 FLAT W/ PATROL TRUCK (YELLOW),6151,FLAT W/ PATROL TRUCK (YELLOW)
(6151) FLAT W/PATROL CAR (CREAM),(6151),FLAT W/PATROL CAR (CREAM)
6162-60 ALASKA RR GONDOLA,6162-60,ALASKA RR GONDOLA
6162 BLUE GONDOLA W/CANISTERS,6162,BLUE GONDOLA W/CANISTERS
6162-110 NYC GONDOLA BLUE,6162-110,NYC GONDOLA BLUE
6167 UNION PACIFIC CABOOSE,6167,UNION PACIFIC CABOOSE
(6167-125) SP DIE 4 CABOOSE (BROWN),(6167-125),SP DIE 4 CABOOSE (BROWN)
(6167) NO # CABOOSE (RED),(6167),NO # CABOOSE (RED)
6175 FLAT W/ROCKET (BLACK CAR),6175,FLAT W/ROCKET (BLACK CAR)
6176-100 OLIVE DRAB HOPPER (NO LET),6176-100,OLIVE DRAB HOPPER (NO LET)
6176 HOPPER (YELLOW),6176,HOPPER (YELLOW)
6219 C&O WORK CABOOSE,6219,C&O WORK CABOOSE
6257-100 CABOOSE,6257-100,CABOOSE
6257 CABOOSE,6257,CABOOSE
6262 FLAT W/6 WHEELS (BLACK),6262,FLAT W/6 WHEELS (BLACK)
6264 LUMBER CAR,6264,LUMBER CAR
6311 FLAT W/PIPES,6311,FLAT W/PIPES
6315-60 LIONEL LINES TANK CAR,6315-60,LIONEL LINES TANK CAR
6315 GULF TANK CAR W/BLT 56 DATE,6315,GULF TANK CAR W/BLT 56 DATE
6342 GONDOLA W/CULVERTS,6342,GONDOLA W/CULVERTS
6343 BARREL RAMP CAR,6343,BARREL RAMP CAR
6346-56 ALCOA QUAD HOPPER,6346-56,ALCOA QUAD HOPPER
6346 ALCOA ALUMINUM COVERED HOPPER,6346,ALCOA ALUMINUM COVERED HOPPER
6352 PFE REEFER CAR,6352,PFE REEFER CAR
63521 PFE OPERATING REEFER CAR,63521,PFE OPERATING REEFER CAR
6352-1 PFE REEFER,6352-1,PFE REEFER
6356 NYC STOCK CAR,6356,NYC STOCK CAR
6357-50 ATSF CABOOSE,6357-50,ATSF CABOOSE
6357 CABOOSE,6357,CABOOSE
6361 FLAT W/LOGS,6361,FLAT W/LOGS
6362-55 TRUCK CAR 55-56,6362-55,TRUCK CAR 55-56
6362 RAIL TRUCK CAR,6362,RAIL TRUCK CAR
6376 CIRCUS CAR,6376,CIRCUS CAR
638-2361 VAN CAMP'S BOX CAR,638-2361,VAN CAMP'S BOX CAR
6401-25 FLAT W/TANK,6401-25,FLAT W/TANK
6402 FLAT W/REELS (ORANGE),6402,FLAT W/REELS (ORANGE)
6404 FLAT W/RED CAR,6404,FLAT W/RED CAR
6405 FLAT W/YELLOW TRAILER,6405,FLAT W/YELLOW TRAILER
6406 FLAT CAR W/RED AUTO,6406,FLAT CAR W/RED AUTO
6407 FLATCAR WITH MISSILE,6407,FLATCAR WITH MISSILE
6408 FLAT W/PIPES,6408,FLAT W/PIPES
6411 FLAT W/LOGS,6411,FLAT W/LOGS
6413 MERCURY PROJECT CAR (TEAL),6413,MERCURY PROJECT CAR (TEAL)
6414-25 FOUR AUTOMOBILES,6414-25,FOUR AUTOMOBILES
6414-85 AUTO TRANSPORT W/CHEAP CARS,6414-85,AUTO TRANSPORT W/CHEAP CARS
6414 AUTO LOADER CHEAP CARS 2RED/2Y,6414,AUTO LOADER CHEAP CARS 2RED/2Y
6415 SUNOCO TANK CAR,6415,SUNOCO TANK CAR
6416 BOAT LOAD CAR W/4 BOATS,6416,BOAT LOAD CAR W/4 BOATS
6417-25 LIONEL LINES CABOOSE,6417-25,LIONEL LINES CABOOSE
6417-50 LEHIGH VALLEY CABOOSE (GRAY,6417-50,LEHIGH VALLEY CABOOSE (GRAY
641751 LV N5C CABOOSE (TUSCAN),641751,LV N5C CABOOSE (TUSCAN)
6417-53 LIONEL LINES CABOOSE ILLUM,6417-53,LIONEL LINES CABOOSE ILLUM
64173 PA CABOOSE,64173,PA CABOOSE
6417-51 LV CABOOSE (GRAY),6417-51,LV CABOOSE (GRAY)
6417-1 PA CABOOSE,6417-1,PA CABOOSE
6417 PA CABOOSE (WITHOUT NY ZONE),6417,PA CABOOSE (WITHOUT NY ZONE)
6418 FLAT W/BLACK LIONEL GIRDERS,6418,FLAT W/BLACK LIONEL GIRDERS
6419 DL&W WORK CABOOSE,6419,DL&W WORK CABOOSE
6419-50 DL&W WORK CABOOSE (MINT),6419-50,DL&W WORK CABOOSE (MINT)
6419-100 N & W WORK CABOOSE,6419-100,N & W WORK CABOOSE
6419-57 N & W WORK CABOOSE,6419-57,N & W WORK CABOOSE
6420 DL&W WORK CABOOSE,6420,DL&W WORK CABOOSE
6424 FLAT CAR W/CARS,6424,FLAT CAR W/CARS
6425 GULF TANK CAR,6425,GULF TANK CAR
6427-25 LIONEL LINES CABOOSE,6427-25,LIONEL LINES CABOOSE
6427-3 LIONEL LINES CABOOSE,6427-3,LIONEL LINES CABOOSE
6427 PENNSYLVANIA CABOOSE (GIRL'S),6427,PENNSYLVANIA CABOOSE (GIRL'S)
6427-500 PA CABOOSE (GIRL'S SET),6427-500,PA CABOOSE (GIRL'S SET)
6427-60 VIRGINIAN N5C CABOOSE,6427-60,VIRGINIAN N5C CABOOSE
6428 MAIL CAR (MINT),6428,MAIL CAR (MINT)
6429 DL&W WORK CABOOSE,6429,DL&W WORK CABOOSE
6430 FLAT W/YELLOW VANS (C),6430,FLAT W/YELLOW VANS (C)
6431 (6430 ON CAR) FLATS W/UNMK VNS,6431,(6430 ON CAR) FLATS W/UNMK VNS
6434 POULTRY DISPATCH CAR,6434,POULTRY DISPATCH CAR
6436-25 HOPPER MAROON,6436-25,HOPPER MAROON
6436 LEHIGH VALLEY HOPPER,6436,LEHIGH VALLEY HOPPER
6436-1 LV HOPPER (BLACK),6436-1,LV HOPPER (BLACK)
6436-100 HOPPER (RED),6436-100,HOPPER (RED)
6436-110 HOPPER (RED),6436-110,HOPPER (RED)
6436-1969 TCA HOPPER CAR,6436-1969,TCA HOPPER CAR
64361 LV HOPPER (BLACK),64361,LV HOPPER (BLACK)
6436-500 LV GIRL'S HOPPER (LILAC),6436-500,LV GIRL'S HOPPER (LILAC)
6437 ILLUMINATED CABOOSE,6437,ILLUMINATED CABOOSE
6445 FORT KNOX CAR,6445,FORT KNOX CAR
6446-25 N&W HOPPER CAR (BLACK),6446-25,N&W HOPPER CAR (BLACK)
6446-46 N&W COVERED HOPPER (GRAY),6446-46,N&W COVERED HOPPER (GRAY)
546425 N & W HOPPER,546425,N & W HOPPER
6446-54 N & W CEMENT CAR,6446-54,N & W CEMENT CAR
6447 PRR N5C CABOOSE,6447,PRR N5C CABOOSE
6448 EXPLOADING CAR,6448,EXPLOADING CAR
6452 PA GONDOLA,6452,PA GONDOLA
6454 BABY RUTH PRR BOXCAR,6454,BABY RUTH PRR BOXCAR
X6454 AT&SF BOXCAR,X6454,AT&SF BOXCAR
6456-25 LV HOPPER (GRAY/RED),6456-25,LV HOPPER (GRAY/RED)
6456 HOPPER GLOSSY RED/YELLOW LET,6456,HOPPER GLOSSY RED/YELLOW LET
6457 ILLUMINATED CABOOSE,6457,ILLUMINATED CABOOSE
6460-25 BUCYRUS ERIE CRANE,6460-25,BUCYRUS ERIE CRANE
6460 CRANE,6460,CRANE
6461 TRANSFORMER CAR,6461,TRANSFORMER CAR
6462-25 GONDOLA (GREEN),6462-25,GONDOLA (GREEN)
6462-100 GONDOLA (RED),6462-100,GONDOLA (RED)
6462 GONDOLA (RED),6462,GONDOLA (RED)
6462-125 NYC GONDOLA (RED),6462-125,NYC GONDOLA (RED)
6462-500 GONDOLA W/CANN (PINK),6462-500,GONDOLA W/CANN (PINK)
6463 ROCKET FUEL 2-DOME TANK,6463,ROCKET FUEL 2-DOME TANK
6464-1 WESTERN PACIFIC BOX (RED LTS,6464-1,WESTERN PACIFIC BOX (RED LTS
6464-25 GN BOXCAR,6464-25,GN BOXCAR
6464-50 M & ST L BOX CAR,6464-50,M & ST L BOX CAR
6464-75 ROCK ISLAND BOX CAR,6464-75,ROCK ISLAND BOX CAR
6464-100 WP BOX CAR (LONG YELLOW F),6464-100,WP BOX CAR (LONG YELLOW F)
6464-125 NYC BOX CAR,6464-125,NYC BOX CAR
6464-150 MISSOURI PACIFIC BOX CAR,6464-150,MISSOURI PACIFIC BOX CAR
6464-175 ROCK ISLAND BOXCAR (BLK LT,6464-175,ROCK ISLAND BOXCAR (BLK LT
6464-1965 PITTSBURGH TCA BOXCAR,6464-1965,PITTSBURGH TCA BOXCAR
6464-200 PA BOX CAR,6464-200,PA BOX CAR
6464-225 S P BOX CAR,6464-225,S P BOX CAR
6464-250 W P BOX CAR,6464-250,W P BOX CAR
6464-275 ST OF MAINE BOX (SOLID DR),6464-275,ST OF MAINE BOX (SOLID DR)
6464-300 RUTLAND BOXCAR,6464-300,RUTLAND BOXCAR
6464-325 B & O SENTINEL,6464-325,B & O SENTINEL
6464-350 MKT BOX CAR,6464-350,MKT BOX CAR
6464-375 CENT OF GA BOX CAR,6464-375,CENT OF GA BOX CAR
6464-400 BALTIMORE & OHIO,6464-400,BALTIMORE & OHIO
6464-425 NEW HAVEN BOXCAR,6464-425,NEW HAVEN BOXCAR
6464-450 G N BOX CAR,6464-450,G N BOX CAR
6464-475 BOSTON AND MAINE BOXCAR,6464-475,BOSTON AND MAINE BOXCAR
6464-500 TIMKEN BOX CAR (MINT),6464-500,TIMKEN BOX CAR (MINT)
6464-510 NYC PACEMAKER BOX CAR,6464-510,NYC PACEMAKER BOX CAR
6464-515 MKT BOXCAR (GIRL'S SET),6464-515,MKT BOXCAR (GIRL'S SET)
6464-525 M ST L BOX CAR,6464-525,M ST L BOX CAR
6464-650 RIO GRANDE BOX,6464-650,RIO GRANDE BOX
6464-700 SANTA FE BOX CAR,6464-700,SANTA FE BOX CAR
6464-725 NEW HAVEN BOX CAR (MINT),6464-725,NEW HAVEN BOX CAR (MINT)
6464-825 ALASKA RR BOXCAR,6464-825,ALASKA RR BOXCAR
6464-900 NYC BOX CAR,6464-900,NYC BOX CAR
6465-60 GULF TANK CAR (BLACK),6465-60,GULF TANK CAR (BLACK)
6465-85 LIONEL LINES TANK CAR (BLAC,6465-85,LIONEL LINES TANK CAR (BLAC
6465-100 LIONEL LINES TANK (ORANGE),6465-100,LIONEL LINES TANK (ORANGE)
6465-110 CITIES SERVICE TANK CAR,6465-110,CITIES SERVICE TANK CAR
6465-160 LIONEL LINES TANK (ORANGE),6465-160,LIONEL LINES TANK (ORANGE)
6465 CITIES SERVICE TANK CAR,6465,CITIES SERVICE TANK CAR
6467 BULKHEAD FLAT CAR,6467,BULKHEAD FLAT CAR
6468-25 N H AUTO CAR,6468-25,N H AUTO CAR
6468 NEW HAVEN AUTO CAR,6468,NEW HAVEN AUTO CAR
6468X B & O AUTO CAR (TUSCAN),6468X,B & O AUTO CAR (TUSCAN)
6469 FLAT (LIONEL LIQUEFIED GASES),6469,FLAT (LIONEL LIQUEFIED GASES)
6470 EXPLODING BOX CAR,6470,EXPLODING BOX CAR
6472 REEFER,6472,REEFER
6473 RODEO HORSE TRANSPORT CAR,6473,RODEO HORSE TRANSPORT CAR
6475 PICKLE VAT CAR,6475,PICKLE VAT CAR
6476-1 1969 TTOS CONV HOPPER,6476-1,1969 TTOS CONV HOPPER
6476-135 LV HOPPER CAR,6476-135,LV HOPPER CAR
6476-185 LV HOPPER CAR (YELLOW),6476-185,LV HOPPER CAR (YELLOW)
6476-85 LEHIGH VALLEY HOPPER,6476-85,LEHIGH VALLEY HOPPER
6476 LV HOPPER CAR,6476,LV HOPPER CAR
6477 MISCELLANEOUS CAR,6477,MISCELLANEOUS CAR
6480 EXPLODING BOX CAR,6480,EXPLODING BOX CAR
6482 REEFER,6482,REEFER
6500 FLAT W/BONANZA PLANE (WHT TOP),6500,FLAT W/BONANZA PLANE (WHT TOP)
"6501 JET BOAT, NO FLAT CAR",6501,"JET BOAT, NO FLAT CAR"
(6502-50) FLAT W/ORANGE GIRDER,(6502-50),FLAT W/ORANGE GIRDER
(6502-75) FLAT W/GIRDER (AQUA),(6502-75),FLAT W/GIRDER (AQUA)
(6502) FLAT W/ORANGE GIRDER,(6502),FLAT W/ORANGE GIRDER
6511 FLAT CAR W/ PIPES,6511,FLAT CAR W/ PIPES
(NO #) RED FLAT W/ 3 PIPES,(NO,#) RED FLAT W/ 3 PIPES
6512 CHERRY PICKER CAR,6512,CHERRY PICKER CAR
(6512) CHERRY PICKER CAR,(6512),CHERRY PICKER CAR
6517-75 ERIE BAY WINDOW CABOOSE,6517-75,ERIE BAY WINDOW CABOOSE
6517-1966 BAY WINDOW CABOOSE TCA,6517-1966,BAY WINDOW CABOOSE TCA
6517 ERIE BAY WIN CAB SM CHIP BOTTO,6517,ERIE BAY WIN CAB SM CHIP BOTTO
6518 TRANSFORMER CAR,6518,TRANSFORMER CAR
6519 ALLIS CHALMERS CAR,6519,ALLIS CHALMERS CAR
6520 SEARCHLIGHT CAR,6520,SEARCHLIGHT CAR
6530 FIRE FIGHTING CAR,6530,FIRE FIGHTING CAR
6536 M & ST L HOPPER,6536,M & ST L HOPPER
6544 MISSILE FIRING CAR,6544,MISSILE FIRING CAR
6555 SUNOCO TANK CAR,6555,SUNOCO TANK CAR
6556 MKT CATTLE CAR,6556,MKT CATTLE CAR
6557 SMOKING CABOOSE,6557,SMOKING CABOOSE
6560-25 CRANE SIX DIGIT,6560-25,CRANE SIX DIGIT
6560 BE CRANE CAR,6560,BE CRANE CAR
6561 CABLE CAR,6561,CABLE CAR
6562-25 CANISTER CAR (RED),6562-25,CANISTER CAR (RED)
6562 NYC GONDOLA (BLACK),6562,NYC GONDOLA (BLACK)
6567 LCCA CRANE CAR,6567,LCCA CRANE CAR
6572 RAILWAY EXPRESS CAR,6572,RAILWAY EXPRESS CAR
6630 ROCKET LAUNCHER,6630,ROCKET LAUNCHER
6636 ALASKA QUAD HOPPER,6636,ALASKA QUAD HOPPER
6640 USMC LAUNCHER,6640,USMC LAUNCHER
6646 LIONEL STOCK CAR,6646,LIONEL STOCK CAR
6650 MISSILE LAUNCHING CAR W/ROCKET,6650,MISSILE LAUNCHING CAR W/ROCKET
6651 USMC CANNON CAR,6651,USMC CANNON CAR
6656 CATTLE CAR ARMOUR STICKER,6656,CATTLE CAR ARMOUR STICKER
6657 RIO GRANDE CABOOSE,6657,RIO GRANDE CABOOSE
6660 BOOM CRANE CAR,6660,BOOM CRANE CAR
6670 FLAT W/BOOM,6670,FLAT W/BOOM
6672 REFER CAR (BLUE LETTERS),6672,REFER CAR (BLUE LETTERS)
6736 D & M HOPPER,6736,D & M HOPPER
6800 FLAT W/AIRPLANE (BLACK TOP),6800,FLAT W/AIRPLANE (BLACK TOP)
6801-50 FLAT CAR W/BOAT,6801-50,FLAT CAR W/BOAT
6801-75 FLAT CAR W/BOAT (MINT),6801-75,FLAT CAR W/BOAT (MINT)
6801 FLAT WITH BROWN/WHITE HULL,6801,FLAT WITH BROWN/WHITE HULL
6802 FLAT CAR WITH US STEEL GIRDERS,6802,FLAT CAR WITH US STEEL GIRDERS
6803 FLAT W/TANK AND TRUCK,6803,FLAT W/TANK AND TRUCK
6804 FLAT W/USMC TRUCKS,6804,FLAT W/USMC TRUCKS
6805 ATOMIC ENERGY DISPOSAL CAR,6805,ATOMIC ENERGY DISPOSAL CAR
6806 FLAT W/USMC TRUCKS,6806,FLAT W/USMC TRUCKS
6807 FLAT W/BOAT,6807,FLAT W/BOAT
6808 FLAT W/ MILITARY UNITS,6808,FLAT W/ MILITARY UNITS
6809 FLAT W/USMC TRUCKS,6809,FLAT W/USMC TRUCKS
6810 FLAT W/ VAN,6810,FLAT W/ VAN
6812 MAINTENANCE CAR,6812,MAINTENANCE CAR
6814 RESCUE UNIT W/ACCESSORIES,6814,RESCUE UNIT W/ACCESSORIES
6816 FLAT W/BULLDOZER (RED FLAT),6816,FLAT W/BULLDOZER (RED FLAT)
6817 FLAT W/SCRAPER,6817,FLAT W/SCRAPER
6818 FLAT W/TRANSFORMER,6818,FLAT W/TRANSFORMER
6819 FLAT W/HELECOPTER,6819,FLAT W/HELECOPTER
